orf_id	gene	transcript	orf_biotype	final_tier	is_peptidein	strand	chrom	n_exons	length_aa	length_bp	intervals_1based	intervals_0based	min_start_0based	max_end_0based	span_bp
c4riboseqorf70	SLC39A8	ENST00000394833	uORF	2B	False	-	chr4	1	88	267	chr4:102344757-102345023	chr4:102344756-102345023	102344756	102345023	267
c4riboseqorf71	UBE2D3	ENST00000357194	uORF	4	False	-	chr4	1	16	51	chr4:102868747-102868797	chr4:102868746-102868797	102868746	102868797	51
c4riboseqorf72	SLC9B2	ENST00000394785	uORF	1B	False	-	chr4	1	109	330	chr4:103076264-103076593	chr4:103076263-103076593	103076263	103076593	330
c4riboseqorf73	CXXC4	ENST00000394767	uORF	4	False	-	chr4	1	20	63	chr4:104491978-104492040	chr4:104491977-104492040	104491977	104492040	63
c4riboseqorf74	GSTCD	ENST00000515279	uORF	2B	False	+	chr4	2	68	207	chr4:105708814-105709016+chr4:105717593-105717596	chr4:105708813-105709016;chr4:105717592-105717596	105708813	105717596	8783
c4riboseqorf75	GSTCD	ENST00000515279	uoORF	1B	True	+	chr4	2	114	345	chr4:105708818-105709016+chr4:105717593-105717738	chr4:105708817-105709016;chr4:105717592-105717738	105708817	105717738	8921
c4riboseqorf76	LEF1	ENST00000265165	uORF	4	False	-	chr4	1	17	54	chr4:108168414-108168467	chr4:108168413-108168467	108168413	108168467	54
c4riboseqorf77	RPL34	ENST00000394665	uORF	4	False	+	chr4	1	24	75	chr4:108620603-108620677	chr4:108620602-108620677	108620602	108620677	75
c4riboseqorf78	ELOVL6	ENST00000394607	uORF	4	False	-	chr4	2	40	123	chr4:110198357-110198367+chr4:110198522-110198633	chr4:110198356-110198367;chr4:110198521-110198633	110198356	110198633	277
c4riboseqorf79	ELOVL6	ENST00000302274	uORF	4	False	-	chr4	1	27	84	chr4:110198495-110198578	chr4:110198494-110198578	110198494	110198578	84
c4riboseqorf80	AP1AR	ENST00000274000	uORF	1B	False	+	chr4	1	26	81	chr4:112231823-112231903	chr4:112231822-112231903	112231822	112231903	81
c4riboseqorf81	AP1AR	ENST00000274000	uoORF	1B	False	+	chr4	1	47	144	chr4:112232018-112232161	chr4:112232017-112232161	112232017	112232161	144
c4riboseqorf82	ARSJ	ENST00000315366	uORF	4	False	-	chr4	1	24	75	chr4:113978981-113979055	chr4:113978980-113979055	113978980	113979055	75
c4riboseqorf83	SNHG8	ENST00000652022	lncRNA-ORF	1B	True	+	chr4	1	52	159	chr4:118278820-118278978	chr4:118278819-118278978	118278819	118278978	159
c4riboseqorf84	SNHG8	ENST00000602414	lncRNA-ORF	1B	True	+	chr4	2	36	111	chr4:118279412-118279431+chr4:118279624-118279714	chr4:118279411-118279431;chr4:118279623-118279714	118279411	118279714	303
c4riboseqorf85	PRSS12	ENST00000296498	uoORF	4	False	-	chr4	1	30	93	chr4:118352656-118352748	chr4:118352655-118352748	118352655	118352748	93
c4riboseqorf86	USP53	ENST00000692078	uORF	4	False	+	chr4	1	21	66	chr4:119239248-119239313	chr4:119239247-119239313	119239247	119239313	66
c4riboseqorf87	C4orf3	ENST00000504110	dORF	4	False	-	chr4	1	59	180	chr4:119298547-119298726	chr4:119298546-119298726	119298546	119298726	180
c4riboseqorf88	BBS12	ENST00000314218	uoORF	2B	False	+	chr4	1	43	132	chr4:122741886-122742017	chr4:122741885-122742017	122741885	122742017	132
c4riboseqorf89	SPRY1	ENST00000651917	uoORF	4	False	+	chr4	1	28	87	chr4:123401545-123401631	chr4:123401544-123401631	123401544	123401631	87
c4riboseqorf90	ANKRD50	ENST00000504087	uORF	2B	False	-	chr4	1	27	84	chr4:124710714-124710797	chr4:124710713-124710797	124710713	124710797	84
c4riboseqorf91	ANKRD50	ENST00000504087	uORF	4	False	-	chr4	1	18	57	chr4:124710923-124710979	chr4:124710922-124710979	124710922	124710979	57
c4riboseqorf92	PLK4	ENST00000270861	uORF	4	False	+	chr4	1	29	90	chr4:127880937-127881026	chr4:127880936-127881026	127880936	127881026	90
c4riboseqorf93	JADE1	ENST00000226319	uoORF	4	False	+	chr4	2	30	93	chr4:128809815-128809877+chr4:128831733-128831762	chr4:128809814-128809877;chr4:128831732-128831762	128809814	128831762	21948
c4riboseqorf94	SCLT1	ENST00000503401	uORF	4	False	-	chr4	1	16	51	chr4:129093186-129093236	chr4:129093185-129093236	129093185	129093236	51
c4riboseqorf95	C4orf33	ENST00000281146	uoORF	1B	False	+	chr4	2	53	162	chr4:129093919-129094028+chr4:129102602-129102653	chr4:129093918-129094028;chr4:129102601-129102653	129093918	129102653	8735
c4riboseqorf96	PCDH10	ENST00000264360	uORF	4	False	+	chr4	1	42	129	chr4:133149516-133149644	chr4:133149515-133149644	133149515	133149644	129
c4riboseqorf97	ELF2	ENST00000686138	uORF	4	False	-	chr4	2	30	93	chr4:139137802-139137867+chr4:139139413-139139439	chr4:139137801-139137867;chr4:139139412-139139439	139137801	139139439	1638
c4riboseqorf98	NDUFC1	ENST00000394228	uORF	4	False	-	chr4	3	38	117	chr4:139295960-139295960+chr4:139296332-139296367+chr4:139302416-139302495	chr4:139295959-139295960;chr4:139296331-139296367;chr4:139302415-139302495	139295959	139302495	6536
c4riboseqorf99	NDUFC1	ENST00000505036	uORF	4	False	-	chr4	1	25	78	chr4:139301047-139301124	chr4:139301046-139301124	139301046	139301124	78
c4riboseqorf100	SCOC-AS1	ENST00000608178	lncRNA-ORF	1B	False	-	chr4	2	24	75	chr4:140360921-140360974+chr4:140369310-140369330	chr4:140360920-140360974;chr4:140369309-140369330	140360920	140369330	8410
c4riboseqorf101	IL15	ENST00000320650	uORF	2B	False	+	chr4	2	23	72	chr4:141636743-141636748+chr4:141656186-141656251	chr4:141636742-141636748;chr4:141656185-141656251	141636742	141656251	19509
c4riboseqorf102	INPP4B	ENST00000513000	uORF	4	False	-	chr4	2	29	90	chr4:142468018-142468055+chr4:142725839-142725890	chr4:142468017-142468055;chr4:142725838-142725890	142468017	142725890	257873
c4riboseqorf103	USP38	ENST00000307017	uORF	4	False	+	chr4	1	27	84	chr4:143185160-143185243	chr4:143185159-143185243	143185159	143185243	84
c4riboseqorf104	USP38	ENST00000307017	uoORF	4	False	+	chr4	1	92	279	chr4:143185300-143185578	chr4:143185299-143185578	143185299	143185578	279
c4riboseqorf105	OTUD4	ENST00000447906	uORF	4	False	-	chr4	1	45	138	chr4:145180010-145180147	chr4:145180009-145180147	145180009	145180147	138
c4riboseqorf106	SLC10A7	ENST00000335472	uORF	2B	False	-	chr4	1	34	105	chr4:146521723-146521827	chr4:146521722-146521827	146521722	146521827	105
c4riboseqorf107	TMEM184C	ENST00000296582	uORF	4	False	+	chr4	1	42	129	chr4:147617705-147617833	chr4:147617704-147617833	147617704	147617833	129
c4riboseqorf108	GUCY1A1	ENST00000506455	uORF	2B	False	+	chr4	3	33	102	chr4:155666963-155666965+chr4:155667346-155667419+chr4:155696756-155696780	chr4:155666962-155666965;chr4:155667345-155667419;chr4:155696755-155696780	155666962	155696780	29818
c4riboseqorf109	PDGFC	ENST00000502773	uORF	1B	False	-	chr4	1	27	84	chr4:156970970-156971053	chr4:156970969-156971053	156970969	156971053	84
c4riboseqorf110	GASK1B	ENST00000585682	intORF	2B	False	-	chr4	1	63	192	chr4:158171000-158171191	chr4:158170999-158171191	158170999	158171191	192
c4riboseqorf111	GASK1B	ENST00000585682	uoORF	1B	False	-	chr4	1	23	72	chr4:158171372-158171443	chr4:158171371-158171443	158171371	158171443	72
c4riboseqorf112	GASK1B	ENST00000296530	uORF	2B	False	-	chr4	2	17	54	chr4:158171560-158171599+chr4:158172339-158172352	chr4:158171559-158171599;chr4:158172338-158172352	158171559	158172352	793
c4riboseqorf113	nan	nan	mixed	4	False	+	chr4	1	25	78	chr4:158672222-158672299	chr4:158672221-158672299	158672221	158672299	78
c4riboseqorf114	KLHL2	ENST00000226725	uoORF	2B	False	+	chr4	2	41	126	chr4:165207822-165207902+chr4:165219934-165219978	chr4:165207821-165207902;chr4:165219933-165219978	165207821	165219978	12157
c4riboseqorf115	MSMO1	ENST00000261507	dORF	4	False	+	chr4	1	50	153	chr4:165342139-165342291	chr4:165342138-165342291	165342138	165342291	153
c4riboseqorf116	PALLD	ENST00000505667	uORF	4	False	+	chr4	1	18	57	chr4:168497091-168497147	chr4:168497090-168497147	168497090	168497147	57
c4riboseqorf117	PALLD	ENST00000505667	uoORF	4	False	+	chr4	1	44	135	chr4:168511488-168511622	chr4:168511487-168511622	168511487	168511622	135
c4riboseqorf118	CLCN3	ENST00000513761	uORF	4	False	+	chr4	1	33	102	chr4:169620834-169620935	chr4:169620833-169620935	169620833	169620935	102
c4riboseqorf119	CLCN3	ENST00000513761	uoORF	2B	False	+	chr4	2	29	90	chr4:169621001-169621063+chr4:169635913-169635939	chr4:169621000-169621063;chr4:169635912-169635939	169621000	169635939	14939
c4riboseqorf120	CLCN3	ENST00000507875	uORF	4	False	+	chr4	1	18	57	chr4:169660261-169660317	chr4:169660260-169660317	169660260	169660317	57
c4riboseqorf121	SAP30-DT	ENST00000609153	lncRNA-ORF	2B	False	-	chr4	1	54	165	chr4:173370381-173370545	chr4:173370380-173370545	173370380	173370545	165
c4riboseqorf122	ENSG00000286039	ENST00000652035	lncRNA-ORF	4	False	+	chr4	1	107	324	chr4:173510350-173510673	chr4:173510349-173510673	173510349	173510673	324
c4riboseqorf123	HAND2	ENST00000359562	uORF	4	False	-	chr4	1	56	171	chr4:173529489-173529659	chr4:173529488-173529659	173529488	173529659	171
c4riboseqorf124	HAND2-AS1	ENST00000505032	lncRNA-ORF	4	False	+	chr4	2	61	186	chr4:173530463-173530539+chr4:173530800-173530908	chr4:173530462-173530539;chr4:173530799-173530908	173530462	173530908	446
c4riboseqorf125	HAND2-AS1	ENST00000503309	lncRNA-ORF	4	False	+	chr4	1	45	138	chr4:173530898-173531035	chr4:173530897-173531035	173530897	173531035	138
c4riboseqorf126	HAND2-AS1	ENST00000504740	lncRNA-ORF	4	False	+	chr4	2	22	69	chr4:173559172-173559201+chr4:173582705-173582743	chr4:173559171-173559201;chr4:173582704-173582743	173559171	173582743	23572
c4riboseqorf127	HAND2-AS1	ENST00000504740	lncRNA-ORF	4	False	+	chr4	1	39	120	chr4:173582918-173583037	chr4:173582917-173583037	173582917	173583037	120
c4riboseqorf128	IRF2-DT	ENST00000605834	lncRNA-ORF	1B	False	+	chr4	1	80	243	chr4:184475295-184475537	chr4:184475294-184475537	184475294	184475537	243
c4riboseqorf129	SORBS2	ENST00000695411	uORF	4	False	-	chr4	1	43	132	chr4:185811713-185811844	chr4:185811712-185811844	185811712	185811844	132
c4riboseqorf130	SORBS2	ENST00000695411	uORF	4	False	-	chr4	1	22	69	chr4:185812060-185812128	chr4:185812059-185812128	185812059	185812128	69
c4riboseqorf131	SORBS2	ENST00000393528	uORF	4	False	-	chr4	1	31	96	chr4:185812116-185812211	chr4:185812115-185812211	185812115	185812211	96
c4riboseqorf132	TLR3	ENST00000296795	uoORF	4	False	+	chr4	2	19	60	chr4:186069200-186069248+chr4:186076613-186076623	chr4:186069199-186069248;chr4:186076612-186076623	186069199	186076623	7424
c4riboseqorf133	FAM149A	ENST00000389354	intORF	2B	False	+	chr4	3	73	222	chr4:186149253-186149283+chr4:186149593-186149704+chr4:186151903-186151981	chr4:186149252-186149283;chr4:186149592-186149704;chr4:186151902-186151981	186149252	186151981	2729
c4riboseqorf134	FAT1	ENST00000441802	uORF	4	False	-	chr4	1	20	63	chr4:186723717-186723779	chr4:186723716-186723779	186723716	186723779	63
c5riboseqorf1	EXOC3-AS1	ENST00000623673	lncRNA-ORF	4	False	-	chr5	1	51	156	chr5:442903-443058	chr5:442902-443058	442902	443058	156
c5riboseqorf2	nan	nan	mixed	2A	True	-	chr5	2	95	288	chr5:471793-471823+chr5:472679-472935	chr5:471792-471823;chr5:472678-472935	471792	472935	1143
c5riboseqorf3	nan	nan	mixed	4	False	-	chr5	2	104	315	chr5:471908-471965+chr5:472679-472935	chr5:471907-471965;chr5:472678-472935	471907	472935	1028
c5riboseqorf4	CLPTM1L	ENST00000320895	uORF	1B	False	-	chr5	1	27	84	chr5:1344935-1345018	chr5:1344934-1345018	1344934	1345018	84
c5riboseqorf5	ICE1	ENST00000296564	uORF	4	False	+	chr5	1	31	96	chr5:5422786-5422881	chr5:5422785-5422881	5422785	5422881	96
c5riboseqorf6	SRD5A1	ENST00000274192	uoORF	1B	False	+	chr5	2	143	432	chr5:6633525-6633869+chr5:6651842-6651928	chr5:6633524-6633869;chr5:6651841-6651928	6633524	6651928	18404
c5riboseqorf7	MIR4458HG	ENST00000502001	lncRNA-ORF	4	False	+	chr5	2	41	126	chr5:8457685-8457766+chr5:8459933-8459976	chr5:8457684-8457766;chr5:8459932-8459976	8457684	8459976	2292
c5riboseqorf8	MIR4458HG	ENST00000502001	lncRNA-ORF	4	False	+	chr5	2	20	63	chr5:8457717-8457766+chr5:8459933-8459945	chr5:8457716-8457766;chr5:8459932-8459945	8457716	8459945	2229
c5riboseqorf9	MIR4458HG	ENST00000502001	lncRNA-ORF	1B	True	+	chr5	1	34	105	chr5:8459958-8460062	chr5:8459957-8460062	8459957	8460062	105
c5riboseqorf11	SNHG18	ENST00000508179	lncRNA-ORF	4	False	+	chr5	2	18	57	chr5:9549101-9549149+chr5:9549302-9549309	chr5:9549100-9549149;chr5:9549301-9549309	9549100	9549309	209
c5riboseqorf10	SNHG18	ENST00000509788	lncRNA-ORF	2B	False	+	chr5	1	23	72	chr5:9549101-9549172	chr5:9549100-9549172	9549100	9549172	72
c5riboseqorf12	ENSG00000259802	ENST00000561606	lncRNA-ORF	4	False	-	chr5	1	44	135	chr5:10353330-10353464	chr5:10353329-10353464	10353329	10353464	135
c5riboseqorf13	ANKH	ENST00000284268	uORF	4	False	-	chr5	1	43	132	chr5:14871635-14871766	chr5:14871634-14871766	14871634	14871766	132
c5riboseqorf14	MYO10	ENST00000513610	uORF	4	False	-	chr5	1	16	51	chr5:16935894-16935944	chr5:16935893-16935944	16935893	16935944	51
c5riboseqorf15	C5orf22	ENST00000325366	uoORF	4	False	+	chr5	1	24	75	chr5:31532322-31532396	chr5:31532321-31532396	31532321	31532396	75
c5riboseqorf16	GOLPH3	ENST00000265070	uORF	4	False	-	chr5	1	17	54	chr5:32174131-32174184	chr5:32174130-32174184	32174130	32174184	54
c5riboseqorf17	NIPBL-DT	ENST00000647750	lncRNA-ORF	4	False	-	chr5	1	41	126	chr5:36876432-36876557	chr5:36876431-36876557	36876431	36876557	126
c5riboseqorf18	NIPBL	ENST00000282516	uORF	4	False	+	chr5	1	21	66	chr5:36877058-36877123	chr5:36877057-36877123	36877057	36877123	66
c5riboseqorf19	PTGER4	ENST00000302472	uORF	2B	False	+	chr5	1	31	96	chr5:40679969-40680064	chr5:40679968-40680064	40679968	40680064	96
c5riboseqorf20	ANXA2R-AS1	ENST00000659040	lncRNA-ORF	2B	False	+	chr5	1	145	438	chr5:43042308-43042745	chr5:43042307-43042745	43042307	43042745	438
c5riboseqorf21	NNT-AS1	ENST00000513560	lncRNA-ORF	4	False	-	chr5	1	25	78	chr5:43575769-43575846	chr5:43575768-43575846	43575768	43575846	78
c5riboseqorf22	NNT-AS1	ENST00000513560	lncRNA-ORF	1B	True	-	chr5	3	58	177	chr5:43575896-43575935+chr5:43583467-43583566+chr5:43602778-43602814	chr5:43575895-43575935;chr5:43583466-43583566;chr5:43602777-43602814	43575895	43602814	26919
c5riboseqorf23	NNT-AS1	ENST00000500258	lncRNA-ORF	4	False	-	chr5	3	51	156	chr5:43579182-43579200+chr5:43583467-43583566+chr5:43602778-43602814	chr5:43579181-43579200;chr5:43583466-43583566;chr5:43602777-43602814	43579181	43602814	23633
c5riboseqorf24	NNT-AS1	ENST00000506247	lncRNA-ORF	4	False	-	chr5	2	20	63	chr5:43588741-43588766+chr5:43602778-43602814	chr5:43588740-43588766;chr5:43602777-43602814	43588740	43602814	14074
c5riboseqorf25	ITGA1	ENST00000282588	uORF	4	False	+	chr5	1	18	57	chr5:52787972-52788028	chr5:52787971-52788028	52787971	52788028	57
c5riboseqorf26	ITGA1	ENST00000282588	uORF	4	False	+	chr5	1	30	93	chr5:52788061-52788153	chr5:52788060-52788153	52788060	52788153	93
c5riboseqorf27	MOCS2-DT	ENST00000499459	lncRNA-ORF	1B	True	+	chr5	2	85	258	chr5:53109930-53110148+chr5:53112240-53112278	chr5:53109929-53110148;chr5:53112239-53112278	53109929	53112278	2349
c5riboseqorf28	LINC01033	ENST00000512618	lncRNA-ORF	1B	False	+	chr5	2	51	156	chr5:54397120-54397134+chr5:54401643-54401783	chr5:54397119-54397134;chr5:54401642-54401783	54397119	54401783	4664
c5riboseqorf29	GPX8	ENST00000503787	dORF	4	False	+	chr5	1	29	90	chr5:55164436-55164525	chr5:55164435-55164525	55164435	55164525	90
c5riboseqorf30	IL6ST	ENST00000381298	uORF	1B	False	-	chr5	1	20	63	chr5:55982729-55982791	chr5:55982728-55982791	55982728	55982791	63
c5riboseqorf31	ERCC8	ENST00000676185	uoORF	1B	False	-	chr5	2	46	141	chr5:60928936-60928959+chr5:60944932-60945048	chr5:60928935-60928959;chr5:60944931-60945048	60928935	60945048	16113
c5riboseqorf32	SMIM15	ENST00000339020	uORF	4	False	-	chr5	1	28	87	chr5:61161110-61161196	chr5:61161109-61161196	61161109	61161196	87
c5riboseqorf33	nan	nan	mixed	1B	False	-	chr5	2	38	117	chr5:65554879-65554946+chr5:65561463-65561511	chr5:65554878-65554946;chr5:65561462-65561511	65554878	65561511	6633
c5riboseqorf34	ERBIN	ENST00000284037	uORF	2B	False	+	chr5	2	17	54	chr5:65988636-65988682+chr5:65992710-65992716	chr5:65988635-65988682;chr5:65992709-65992716	65988635	65992716	4081
c5riboseqorf35	MAST4	ENST00000403625	uORF	4	False	+	chr5	1	30	93	chr5:66596426-66596518	chr5:66596425-66596518	66596425	66596518	93
c5riboseqorf36	PIK3R1	ENST00000521381	uORF	4	False	+	chr5	1	27	84	chr5:68226333-68226416	chr5:68226332-68226416	68226332	68226416	84
c5riboseqorf37	PIK3R1	ENST00000521381	uORF	4	False	+	chr5	1	44	135	chr5:68226484-68226618	chr5:68226483-68226618	68226483	68226618	135
c5riboseqorf38	SLC30A5	ENST00000380860	uORF	4	False	+	chr5	1	31	96	chr5:69093996-69094091	chr5:69093995-69094091	69093995	69094091	96
c5riboseqorf39	RAD17	ENST00000509734	uORF	1B	False	+	chr5	1	94	285	chr5:69369918-69370202	chr5:69369917-69370202	69369917	69370202	285
c5riboseqorf40	BDP1	ENST00000358731	uORF	4	False	+	chr5	1	20	63	chr5:71455687-71455749	chr5:71455686-71455749	71455686	71455749	63
c5riboseqorf41	ANKRA2	ENST00000296785	uORF	4	False	-	chr5	2	48	147	chr5:73562978-73562985+chr5:73565132-73565270	chr5:73562977-73562985;chr5:73565131-73565270	73562977	73565270	2293
c5riboseqorf42	GFM2	ENST00000296805	uoORF	2B	False	-	chr5	2	30	93	chr5:74763681-74763766+chr5:74766938-74766944	chr5:74763680-74763766;chr5:74766937-74766944	74763680	74766944	3264
c5riboseqorf43	AGGF1	ENST00000312916	uORF	4	False	+	chr5	1	32	99	chr5:77030625-77030723	chr5:77030624-77030723	77030624	77030723	99
c5riboseqorf44	ZBED3	ENST00000255198	uoORF	4	False	-	chr5	2	38	117	chr5:77077875-77077895+chr5:77078594-77078689	chr5:77077874-77077895;chr5:77078593-77078689	77077874	77078689	815
c5riboseqorf45	ZBED3	ENST00000255198	uORF	4	False	-	chr5	1	17	54	chr5:77078667-77078720	chr5:77078666-77078720	77078666	77078720	54
c5riboseqorf46	ZBED3	ENST00000255198	uORF	2B	False	-	chr5	1	44	135	chr5:77087115-77087249	chr5:77087114-77087249	77087114	77087249	135
c5riboseqorf47	SCAMP1-AS1	ENST00000513755	lncRNA-ORF	4	False	-	chr5	2	73	222	chr5:78342899-78342945+chr5:78360214-78360388	chr5:78342898-78342945;chr5:78360213-78360388	78342898	78360388	17490
c5riboseqorf48	SCAMP1-AS1	ENST00000421004	lncRNA-ORF	4	False	-	chr5	1	35	108	chr5:78360234-78360341	chr5:78360233-78360341	78360233	78360341	108
c5riboseqorf49	LHFPL2	ENST00000380345	uORF	4	False	-	chr5	2	20	63	chr5:78564844-78564871+chr5:78632264-78632298	chr5:78564843-78564871;chr5:78632263-78632298	78564843	78632298	67455
c5riboseqorf50	HOMER1	ENST00000334082	uORF	4	False	-	chr5	1	22	69	chr5:79512922-79512990	chr5:79512921-79512990	79512921	79512990	69
c5riboseqorf51	HOMER1	ENST00000334082	uORF	4	False	-	chr5	1	20	63	chr5:79513573-79513635	chr5:79513572-79513635	79513572	79513635	63
c5riboseqorf52	TENT2	ENST00000453514	uoORF	4	False	+	chr5	1	27	84	chr5:79619624-79619707	chr5:79619623-79619707	79619623	79619707	84
c5riboseqorf53	FAM151B-DT	ENST00000508000	lncRNA-ORF	4	False	-	chr5	2	24	75	chr5:80485542-80485561+chr5:80487773-80487827	chr5:80485541-80485561;chr5:80487772-80487827	80485541	80487827	2286
c5riboseqorf54	FAM151B-DT	ENST00000504300	lncRNA-ORF	4	False	-	chr5	2	20	63	chr5:80485549-80485561+chr5:80487778-80487827	chr5:80485548-80485561;chr5:80487777-80487827	80485548	80487827	2279
c5riboseqorf55	CKMT2-AS1	ENST00000500148	lncRNA-ORF	4	False	-	chr5	1	32	99	chr5:81301391-81301489	chr5:81301390-81301489	81301390	81301489	99
c5riboseqorf56	nan	nan	mixed	4	False	+	chr5	2	24	75	chr5:86619472-86619496+chr5:86620668-86620717	chr5:86619471-86619496;chr5:86620667-86620717	86619471	86620717	1246
c5riboseqorf57	RASA1	ENST00000274376	uORF	4	False	+	chr5	1	26	81	chr5:87267984-87268064	chr5:87267983-87268064	87267983	87268064	81
c5riboseqorf58	CCNH	ENST00000256897	uoORF	1B	False	-	chr5	1	22	69	chr5:87412778-87412846	chr5:87412777-87412846	87412777	87412846	69
c5riboseqorf59	LYSMD3	ENST00000315948	uORF	4	False	-	chr5	1	22	69	chr5:90529457-90529525	chr5:90529456-90529525	90529456	90529525	69
c5riboseqorf60	LUCAT1	ENST00000511918	lncRNA-ORF	4	False	-	chr5	1	36	111	chr5:91314271-91314381	chr5:91314270-91314381	91314270	91314381	111
c5riboseqorf61	NR2F1	ENST00000327111	uORF	4	False	+	chr5	1	25	78	chr5:93583783-93583860	chr5:93583782-93583860	93583782	93583860	78
c5riboseqorf62	NR2F1	ENST00000327111	uORF	4	False	+	chr5	1	17	54	chr5:93584021-93584074	chr5:93584020-93584074	93584020	93584074	54
c5riboseqorf63	RHOBTB3	ENST00000379982	uORF	4	False	+	chr5	1	16	51	chr5:95731585-95731635	chr5:95731584-95731635	95731584	95731635	51
c5riboseqorf64	GLRX	ENST00000237858	dORF	2B	False	-	chr5	1	44	135	chr5:95814243-95814377	chr5:95814242-95814377	95814242	95814377	135
c5riboseqorf65	ELL2	ENST00000237853	uORF	4	False	-	chr5	1	33	102	chr5:95961723-95961824	chr5:95961722-95961824	95961722	95961824	102
c5riboseqorf66	ERAP2	ENST00000437043	uORF	4	False	+	chr5	1	16	51	chr5:96879630-96879680	chr5:96879629-96879680	96879629	96879680	51
c5riboseqorf67	RGMB	ENST00000308234	uORF	2B	False	+	chr5	2	25	78	chr5:98769617-98769625+chr5:98770598-98770666	chr5:98769616-98769625;chr5:98770597-98770666	98769616	98770666	1050
c5riboseqorf68	RGMB	ENST00000513185	uORF	1B	False	+	chr5	1	32	99	chr5:98773852-98773950	chr5:98773851-98773950	98773851	98773950	99
