uniprot_id	entry_name	gene_symbol	protein_name	pe_level	length
Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	1	314
Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase MMAB	1	250
Q96FT9	IFT43_HUMAN	IFT43	Intraflagellar transport protein 43 homolog	1	208
Q96IX5	ATPMK_HUMAN	ATP5MK	ATP synthase F(0) complex subunit k, mitochondrial	1	58
Q96JA4	M4A14_HUMAN	MS4A14	Membrane-spanning 4-domains subfamily A member 14	1	679
Q96LR5	UB2E2_HUMAN	UBE2E2	Ubiquitin-conjugating enzyme E2 E2	1	201
Q96M98	PACRG_HUMAN	PACRG	Parkin coregulated gene protein	1	296
Q96SZ5	AEDO_HUMAN	ADO	2-aminoethanethiol dioxygenase	1	270
Q99963	SH3G3_HUMAN	SH3GL3	Endophilin-A3	1	347
Q9BQI4	CCDC3_HUMAN	CCDC3	Coiled-coil domain-containing protein 3	1	270
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	1	392
Q9BZE3	BARH1_HUMAN	BARHL1	BarH-like 1 homeobox protein	1	327
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	1	350
Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	1	1944
Q9H521	YM006_HUMAN		Putative uncharacterized protein LOC645739	5	79
Q9H6X4	TM134_HUMAN	TMEM134	Transmembrane protein 134	1	195
Q9HCK1	ZDBF2_HUMAN	ZDBF2	DBF4-type zinc finger-containing protein 2	1	2354
Q9NR64	KLHL1_HUMAN	KLHL1	Kelch-like protein 1	1	748
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	1	1499
Q9NU23	LYRM2_HUMAN	LYRM2	LYR motif-containing protein 2	1	88
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	1	329
Q9NZC4	EHF_HUMAN	EHF	ETS homologous factor	1	300
Q9UH36	SRR1L_HUMAN	SRRD	SRR1-like protein	1	339
Q9UHP6	RSP14_HUMAN	RSPH14	Radial spoke head 14 homolog	1	348
Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1	1	485
Q9UL19	PLAT4_HUMAN	PLAAT4	Phospholipase A and acyltransferase 4	1	164
Q9Y251	HPSE_HUMAN	HPSE	Heparanase	1	543
Q9Y399	RT02_HUMAN	MRPS2	Small ribosomal subunit protein uS2m	1	296
A2VDJ0	T131L_HUMAN	TMEM131L	Transmembrane protein 131-like	1	1609
D6RCP7	U17LJ_HUMAN	USP17L19	Ubiquitin carboxyl-terminal hydrolase 17-like protein 19	3	530
O00453	LST1_HUMAN	LST1	Leukocyte-specific transcript 1 protein	1	97
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	1	451
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	381
O00755	WNT7A_HUMAN	WNT7A	Protein Wnt-7a	1	349
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	1	456
O43825	B3GT2_HUMAN	B3GALT2	Beta-1,3-galactosyltransferase 2	1	422
O60756	BCE1_HUMAN	BCE1	Putative protein BCE-1	5	84
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	1	1101
O75486	SUPT3_HUMAN	SUPT3H	Transcription initiation protein SPT3 homolog	1	317
O95772	STR3N_HUMAN	STARD3NL	STARD3 N-terminal-like protein	1	234
P01766	HV313_HUMAN	IGHV3-13	Immunoglobulin heavy variable 3-13	1	116
P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor	1	764
P08254	MMP3_HUMAN	MMP3	Stromelysin-1	1	477
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3	1	354
P08F94	PKHD1_HUMAN	PKHD1	Fibrocystin	1	4074
P0C881	R10B1_HUMAN	RSPH10B	Radial spoke head 10 homolog B	2	870
P0CW18	PRS56_HUMAN	PRSS56	Serine protease 56	1	603
P0DN37	PAL4G_HUMAN	PPIAL4G	Peptidyl-prolyl cis-trans isomerase A-like 4G	1	164
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1	359
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	1	215
P22692	IBP4_HUMAN	IGFBP4	Insulin-like growth factor-binding protein 4	1	258
P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	1	801
P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain	1	1745
P34998	CRHR1_HUMAN	CRHR1	Corticotropin-releasing hormone receptor 1	1	415
P37088	SCNNA_HUMAN	SCNN1A	Epithelial sodium channel subunit alpha	1	669
P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	1	491
P51689	ARSD_HUMAN	ARSD	Arylsulfatase D	1	593
P52298	NCBP2_HUMAN	NCBP2	Nuclear cap-binding protein subunit 2	1	156
P54259	ATN1_HUMAN	ATN1	Atrophin-1	1	1190
P55103	INHBC_HUMAN	INHBC	Inhibin beta C chain	1	352
P56373	P2RX3_HUMAN	P2RX3	P2X purinoceptor 3	1	397
P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4	1	1058
P61129	ZC3H6_HUMAN	ZC3H6	Zinc finger CCCH domain-containing protein 6	1	1189
P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	1	406
P78367	NKX32_HUMAN	NKX3-2	Homeobox protein Nkx-3.2	1	333
Q02543	RL18A_HUMAN	RPL18A	Large ribosomal subunit protein eL20	1	176
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	1	4544
Q0VGE8	ZN816_HUMAN	ZNF816	Zinc finger protein 816	1	651
Q12980	NPRL3_HUMAN	NPRL3	GATOR1 complex protein NPRL3	1	569
Q15834	CC85B_HUMAN	CCDC85B	Coiled-coil domain-containing protein 85B	1	202
Q16533	SNPC1_HUMAN	SNAPC1	snRNA-activating protein complex subunit 1	1	368
Q16671	AMHR2_HUMAN	AMHR2	Anti-Muellerian hormone type-2 receptor	1	573
Q16760	DGKD_HUMAN	DGKD	Diacylglycerol kinase delta	1	1214
Q1EHB4	SC5AC_HUMAN	SLC5A12	Sodium-coupled monocarboxylate transporter 2	1	618
Q494V2	CP100_HUMAN	CFAP100	Cilia- and flagella-associated protein 100	1	611
Q49AS3	L37A5_HUMAN	LRRC37A5P	Putative protein LRRC37A5P	5	106
Q538Z0	LUZP6_HUMAN	LUZP6	Leucine zipper protein 6	1	58
Q5BJH7	YIF1B_HUMAN	YIF1B	Protein YIF1B	1	314
Q5VZ52	MORN5_HUMAN	MORN5	MORN repeat-containing protein 5	1	161
Q68D10	SPT2_HUMAN	SPTY2D1	Protein SPT2 homolog	1	685
Q6JEL2	KLH10_HUMAN	KLHL10	Kelch-like protein 10	1	608
Q6P3W7	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	1	929
Q6STE5	SMRD3_HUMAN	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	1	483
Q6UXP3	TM14E_HUMAN	TMEM14EP	Transmembrane protein 14EP	5	125
Q6ZNH5	ZN497_HUMAN	ZNF497	Zinc finger protein 497	1	498
Q6ZP01	RBM44_HUMAN	RBM44	RNA-binding protein 44	1	1051
Q6ZS62	COLC1_HUMAN	COLCA1	Colorectal cancer-associated protein 1	2	124
Q76L83	ASXL2_HUMAN	ASXL2	Putative Polycomb group protein ASXL2	1	1435
Q7RTS1	BHA15_HUMAN	BHLHA15	Class A basic helix-loop-helix protein 15	1	189
Q7Z3D6	GLUCM_HUMAN	DGLUCY	D-glutamate cyclase, mitochondrial	1	616
Q7Z5N4	SDK1_HUMAN	SDK1	Protein sidekick-1	1	2213
Q86VQ1	GLCI1_HUMAN	GLCCI1	Glucocorticoid-induced transcript 1 protein	1	547
Q86W10	CP4Z1_HUMAN	CYP4Z1	Cytochrome P450 4Z1	1	505
Q8IVF6	AN18A_HUMAN	ANKRD18A	Ankyrin repeat domain-containing protein 18A	1	992
Q8N3Y3	LARG2_HUMAN	LARGE2	Xylosyl- and glucuronyltransferase LARGE2	1	721
Q8N9Z9	LMTD1_HUMAN	LMNTD1	Lamin tail domain-containing protein 1	1	388
Q8NGJ4	O52E2_HUMAN	OR52E2	Olfactory receptor 52E2	3	325
Q8NGV6	OR5H6_HUMAN	OR5H6	Olfactory receptor 5H6	2	325
Q8TBZ0	CC110_HUMAN	CCDC110	Coiled-coil domain-containing protein 110	1	833
Q8TC57	M1AP_HUMAN	M1AP	Meiosis 1 arrest protein	1	530
Q8TCX5	RHPN1_HUMAN	RHPN1	Rhophilin-1	1	670
Q8WZ92	OR5P2_HUMAN	OR5P2	Olfactory receptor 5P2	2	322
Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	1	912
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	1	334
Q96GW7	PGCB_HUMAN	BCAN	Brevican core protein	1	911
Q96PT3	DUX5_HUMAN	DUX5	Double homeobox protein 5	2	197
Q96R67	OR4CC_HUMAN	OR4C12	Olfactory receptor 4C12	2	309
Q99719	SEPT5_HUMAN	SEPTIN5	Septin-5	1	369
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	1	198
Q9BVV8	F174C_HUMAN	FAM174C	Protein FAM174C	1	132
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	1	393
Q9BYQ8	KRA49_HUMAN	KRTAP4-9	Keratin-associated protein 4-9	1	210
Q9H0I9	TKTL2_HUMAN	TKTL2	Transketolase-like protein 2	1	626
Q9H2C5	O52A5_HUMAN	OR52A5	Olfactory receptor 52A5	3	316
Q9H8J5	MANS1_HUMAN	MANSC1	MANSC domain-containing protein 1	1	431
Q9HCN2	TPIP1_HUMAN	TP53AIP1	p53-regulated apoptosis-inducing protein 1	2	124
Q9HCU4	CELR2_HUMAN	CELSR2	Cadherin EGF LAG seven-pass G-type receptor 2	1	2923
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	1	582
Q9NRU3	CNNM1_HUMAN	CNNM1	Metal transporter CNNM1	1	951
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	1	182
Q9UBR1	BUP1_HUMAN	UPB1	Beta-ureidopropionase	1	384
Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20	1	1960
Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	1	106
Q9UK11	ZN223_HUMAN	ZNF223	Zinc finger protein 223	1	482
Q9UL26	RB22A_HUMAN	RAB22A	Ras-related protein Rab-22A	1	194
Q9Y574	ASB4_HUMAN	ASB4	Ankyrin repeat and SOCS box protein 4	1	426
Q9Y5N6	ORC6_HUMAN	ORC6	Origin recognition complex subunit 6	1	252
Q9Y6W8	ICOS_HUMAN	ICOS	Inducible T-cell costimulator	1	199
A0A1B0GTB2	TUNAR_HUMAN	TUNAR	Protein TUNAR	1	48
A1L157	TSN11_HUMAN	TSPAN11	Tetraspanin-11	1	253
A6NC57	ANR62_HUMAN	ANKRD62	Ankyrin repeat domain-containing protein 62	2	917
A6NHS7	MANS4_HUMAN	MANSC4	MANSC domain-containing protein 4	3	340
C9JCN9	HSBPL_HUMAN	HSBP1L1	Heat shock factor-binding protein 1-like protein 1	1	74
E5RJ46	CH087_HUMAN	LINC02906	Putative uncharacterized protein LINC02906	5	101
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	1	279
O14513	NCKP5_HUMAN	NCKAP5	Nck-associated protein 5	1	1909
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1	300
O15194	CTDSL_HUMAN	CTDSPL	CTD small phosphatase-like protein	1	276
O43248	HXC11_HUMAN	HOXC11	Homeobox protein Hox-C11	1	304
O60381	HBP1_HUMAN	HBP1	HMG box-containing protein 1	1	514
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	1	108
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	1	1100
O96009	NAPSA_HUMAN	NAPSA	Napsin-A	1	420
P01594	KV133_HUMAN	IGKV1-33	Immunoglobulin kappa variable 1-33	1	117
P04275	VWF_HUMAN	VWF	von Willebrand factor	1	2813
P04733	MT1F_HUMAN	MT1F	Metallothionein-1F	1	61
P06733	ENOA_HUMAN	ENO1	Alpha-enolase	1	434
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	1	210
P13726	TF_HUMAN	F3	Tissue factor	1	295
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	1	1482
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	1	723
P30953	OR1E1_HUMAN	OR1E1	Olfactory receptor 1E1	3	314
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	1	340
P42681	TXK_HUMAN	TXK	Tyrosine-protein kinase TXK	1	527
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	1	207
P51681	CCR5_HUMAN	CCR5	C-C chemokine receptor type 5	1	352
P51959	CCNG1_HUMAN	CCNG1	Cyclin-G1	1	295
P54792	DVLP1_HUMAN	DVL1P1	Putative segment polarity protein dishevelled homolog DVL1P1	5	670
P55285	CADH6_HUMAN	CDH6	Cadherin-6	1	790
P62760	VISL1_HUMAN	VSNL1	Visinin-like protein 1	1	191
P81172	HEPC_HUMAN	HAMP	Hepcidin	1	84
P98168	ZXDA_HUMAN	ZXDA	Zinc finger X-linked protein ZXDA	1	799
Q01850	CDR2_HUMAN	CDR2	Cerebellar degeneration-related protein 2	1	454
Q02252	MMSA_HUMAN	ALDH6A1	Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	1	535
Q05940	VMAT2_HUMAN	SLC18A2	Synaptic vesicular amine transporter	1	514
Q0WX57	U17LO_HUMAN	USP17L24	Ubiquitin carboxyl-terminal hydrolase 17-like protein 24	1	530
Q13129	RLF_HUMAN	RLF	Zinc finger protein Rlf	1	1914
Q13938	CAYP1_HUMAN	CAPS	Calcyphosin	1	275
Q14344	GNA13_HUMAN	GNA13	Guanine nucleotide-binding protein subunit alpha-13	1	377
Q15035	TRAM2_HUMAN	TRAM2	Translocating chain-associated membrane protein 2	1	370
Q15238	PSG5_HUMAN	PSG5	Pregnancy-specific beta-1-glycoprotein 5	1	335
Q15256	PTPRR_HUMAN	PTPRR	Receptor-type tyrosine-protein phosphatase R	1	657
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	1	360
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	1	541
Q2TV78	MST1L_HUMAN	MST1L	Putative macrophage stimulating 1-like protein	1	715
Q3KNW5	SOAT_HUMAN	SLC10A6	Sodium-dependent organic anion transporter	1	377
Q3ZCV2	CMAP2_HUMAN	CIMAP2	Ciliary microtubule-associated protein 2	1	418
Q53GA4	PHLA2_HUMAN	PHLDA2	Pleckstrin homology-like domain family A member 2	1	152
Q5H9J7	BEX5_HUMAN	BEX5	Protein BEX5	1	111
Q5JXB2	UE2NL_HUMAN	UBE2NL	Putative ubiquitin-conjugating enzyme E2 N-like	1	153
Q5SSQ6	SAPC1_HUMAN	SAPCD1	Suppressor APC domain-containing protein 1	1	148
Q5T9L3	WLS_HUMAN	WLS	Protein wntless homolog	1	541
Q60I27	AL2CL_HUMAN	ALS2CL	ALS2 C-terminal-like protein	1	953
Q63HN1	S31F2_HUMAN	SPATA31F2P	Putative protein SPATA31F2P	5	556
Q6ZT98	TTLL7_HUMAN	TTLL7	Tubulin polyglutamylase TTLL7	1	887
Q7Z4F1	LRP10_HUMAN	LRP10	Low-density lipoprotein receptor-related protein 10	1	713
Q7Z5K2	WAPL_HUMAN	WAPL	Wings apart-like protein homolog	1	1190
Q86T20	SIM29_HUMAN	SMIM29	Small integral membrane protein 29	1	102
Q86U02	CN165_HUMAN	LINC00596	Putative uncharacterized protein encoded by LINC00596	5	117
Q86VF5	MOGT3_HUMAN	MOGAT3	2-acylglycerol O-acyltransferase 3	1	341
Q86X27	RGPS2_HUMAN	RALGPS2	Ras-specific guanine nucleotide-releasing factor RalGPS2	1	583
Q8IY84	NIM1_HUMAN	NIM1K	Serine/threonine-protein kinase NIM1	1	436
Q8N1V2	CFA52_HUMAN	CFAP52	Cilia- and flagella-associated protein 52	1	620
Q8N485	LIX1_HUMAN	LIX1	Protein limb expression 1 homolog	1	282
Q8N4H0	SPA6L_HUMAN	SPATA6L	Spermatogenesis associated 6-like protein	1	392
Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	1	171
Q8N6N6	NATD1_HUMAN	NATD1	Protein NATD1	1	113
Q8N6R0	EFNMT_HUMAN	METTL13	eEF1A lysine and N-terminal methyltransferase	1	699
Q8N8E3	CE112_HUMAN	CEP112	Centrosomal protein of 112 kDa	1	955
Q8NC54	KCT2_HUMAN	KCT2	Keratinocyte-associated transmembrane protein 2	1	265
Q8NE18	NSUN7_HUMAN	NSUN7	Protein NSUN7	1	718
Q8NGJ7	O51A2_HUMAN	OR51A2	Olfactory receptor 51A2	3	313
Q8NGL1	OR5DI_HUMAN	OR5D18	Olfactory receptor 5D18	2	313
Q8NGR3	OR1K1_HUMAN	OR1K1	Olfactory receptor 1K1	2	316
Q96CX6	LRC58_HUMAN	LRRC58	Leucine-rich repeat-containing protein 58	1	371
Q96D21	RHES_HUMAN	RASD2	GTP-binding protein Rhes	1	266
Q96S90	LYSM1_HUMAN	LYSMD1	LysM and putative peptidoglycan-binding domain-containing protein 1	1	227
Q99675	CGRF1_HUMAN	CGRRF1	Cell growth regulator with RING finger domain protein 1	1	332
Q9BU40	CRDL1_HUMAN	CHRDL1	Chordin-like protein 1	1	456
Q9BYE0	HES7_HUMAN	HES7	Transcription factor HES-7	1	225
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	1	782
Q9GZU7	CTDS1_HUMAN	CTDSP1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	1	261
Q9H313	TTYH1_HUMAN	TTYH1	Protein tweety homolog 1	1	450
Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	1	452
Q9HCM9	TRI39_HUMAN	TRIM39	E3 ubiquitin-protein ligase TRIM39	1	518
Q9NP50	SHCAF_HUMAN	SINHCAF	SIN3-HDAC complex-associated factor	1	221
Q9NSY1	BMP2K_HUMAN	BMP2K	BMP-2-inducible protein kinase	1	1161
Q9NWD8	TM248_HUMAN	TMEM248	Transmembrane protein 248	1	314
Q9NWR8	MCUB_HUMAN	MCUB	Calcium uniporter regulatory subunit MCUb, mitochondrial	1	336
Q9P2X8	CI027_HUMAN	LINC00474	Putative uncharacterized protein encoded by LINC00474	5	69
Q9UJW2	TINAG_HUMAN	TINAG	Tubulointerstitial nephritis antigen	1	476
Q9UK28	TM59L_HUMAN	TMEM59L	Transmembrane protein 59-like	1	342
Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2	1	859
Q9UMW8	UBP18_HUMAN	USP18	Ubl carboxyl-terminal hydrolase 18	1	372
Q9UNA3	A4GCT_HUMAN	A4GNT	Alpha-1,4-N-acetylglucosaminyltransferase	1	340
Q9Y6E7	SIR4_HUMAN	SIRT4	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial	1	314
A0A087WWA1	P3URF_HUMAN	P3R3URF	PIK3R3 upstream open reading frame protein	1	95
A0A096LP55	QCR6L_HUMAN	UQCRHL	Cytochrome b-c1 complex subunit 6-like, mitochondrial	1	91
A0A1B0GX31	TVB76_HUMAN	TRBV7-6	T cell receptor beta variable 7-6	3	115
A1E959	ODAM_HUMAN	ODAM	Odontogenic ameloblast-associated protein	1	279
A2A2Z9	AN18B_HUMAN	ANKRD18B	Ankyrin repeat domain-containing protein 18B	1	1011
A6NJI1	CK086_HUMAN	C11orf86	Uncharacterized protein C11orf86	1	115
O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	1	2961
O43812	DUX1_HUMAN	DUX1	Double homeobox protein 1	1	170
O60688	YPEL1_HUMAN	YPEL1	Protein yippee-like 1	3	119
O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3	1	178
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	1	403
O95050	INMT_HUMAN	INMT	Indolethylamine N-methyltransferase	1	263
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	1	614
O95428	PPN_HUMAN	PAPLN	Papilin	1	1278
P00326	ADH1G_HUMAN	ADH1C	Alcohol dehydrogenase 1C	1	375
P01225	FSHB_HUMAN	FSHB	Follitropin subunit beta	1	129
P0C7T7	FMAS1_HUMAN	FRMD6-AS1	Putative uncharacterized protein FRMD6-AS1	5	363
P0DI82	TPC2B_HUMAN	TRAPPC2B	Trafficking protein particle complex subunit 2B	1	140
P13500	CCL2_HUMAN	CCL2	C-C motif chemokine 2	1	99
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1	280
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	1	471
P25391	LAMA1_HUMAN	LAMA1	Laminin subunit alpha-1	1	3075
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	1	381
P29762	RABP1_HUMAN	CRABP1	Cellular retinoic acid-binding protein 1	1	137
P41222	PTGDS_HUMAN	PTGDS	Prostaglandin-H2 D-isomerase	1	190
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	1	896
P46092	CCR10_HUMAN	CCR10	C-C chemokine receptor type 10	1	362
P47914	RL29_HUMAN	RPL29	Large ribosomal subunit protein eL29	1	159
P49588	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic	1	968
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	1	2035
P59541	T2R30_HUMAN	TAS2R30	Taste receptor type 2 member 30	2	319
P62955	CCG7_HUMAN	CACNG7	Voltage-dependent calcium channel gamma-7 subunit	1	275
P80370	DLK1_HUMAN	DLK1	Protein delta homolog 1	1	383
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	1	443
Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	1	2157
Q14330	GPR18_HUMAN	GPR18	N-arachidonyl glycine receptor	1	331
Q14416	GRM2_HUMAN	GRM2	Metabotropic glutamate receptor 2	1	872
Q14585	ZN345_HUMAN	ZNF345	Zinc finger protein 345	1	488
Q16625	OCLN_HUMAN	OCLN	Occludin	1	522
Q4V326	GAG2E_HUMAN	GAGE2E	G antigen 2E	3	110
Q5JTD0	TJAP1_HUMAN	TJAP1	Tight junction-associated protein 1	1	557
Q5T3J3	LRIF1_HUMAN	LRIF1	Ligand-dependent nuclear receptor-interacting factor 1	1	769
Q5TZF3	ANR45_HUMAN	ANKRD45	Ankyrin repeat domain-containing protein 45	1	266
Q6ICB4	SESQ2_HUMAN	PHETA2	Sesquipedalian-2	1	259
Q6PL24	TMED8_HUMAN	TMED8	Protein TMED8	1	325
Q6TFL4	KLH24_HUMAN	KLHL24	Kelch-like protein 24	1	600
Q7RTV3	ZN367_HUMAN	ZNF367	Zinc finger protein 367	1	350
Q7Z4B0	CR020_HUMAN	LINC00305	Putative uncharacterized protein encoded by LINC00305	5	112
Q86WG5	MTMRD_HUMAN	SBF2	Myotubularin-related protein 13	1	1849
Q8IWU6	SULF1_HUMAN	SULF1	Extracellular sulfatase Sulf-1	1	871
Q8IYL2	TRM44_HUMAN	TRMT44	Probable tRNA (uracil-O(2)-)-methyltransferase	1	757
Q8N137	CNTRB_HUMAN	CNTROB	Centrobin	1	903
Q8N138	ORML3_HUMAN	ORMDL3	ORM1-like protein 3	1	153
Q8N239	KLH34_HUMAN	KLHL34	Kelch-like protein 34	1	644
Q8N4S9	MALD2_HUMAN	MARVELD2	MARVEL domain-containing protein 2	1	558
Q8N7X8	SIGL1_HUMAN	SIGLECL1	SIGLEC family-like protein 1	1	197
Q8N8Q1	C56D1_HUMAN	CYB561D1	Probable transmembrane reductase CYB561D1	1	229
Q8NBT0	POC1A_HUMAN	POC1A	POC1 centriolar protein homolog A	1	407
Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	1	288
Q8NF67	A2012_HUMAN	ANKRD20A12P	Putative ankyrin repeat domain-containing protein 20A12	5	263
Q8NFB2	T185A_HUMAN	TMEM185A	Transmembrane protein 185A	1	350
Q8NGT0	O13C9_HUMAN	OR13C9	Olfactory receptor 13C9	3	318
Q8NH07	O11H2_HUMAN	OR11H2	Olfactory receptor 11H2	3	326
Q8NH67	O52I2_HUMAN	OR52I2	Olfactory receptor 52I2	2	350
Q8TCG1	CIP2A_HUMAN	CIP2A	Protein CIP2A	1	905
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	1	353
Q96A04	TSACC_HUMAN	TSACC	TSSK6-activating co-chaperone protein	1	125
Q96AX2	RAB37_HUMAN	RAB37	Ras-related protein Rab-37	1	223
Q96CS7	PKHB2_HUMAN	PLEKHB2	Pleckstrin homology domain-containing family B member 2	1	222
Q96IV6	FXDC2_HUMAN	FAXDC2	Fatty acid hydroxylase domain-containing protein 2	1	333
Q96LX7	CCD17_HUMAN	CCDC17	Coiled-coil domain-containing protein 17	1	622
Q96M60	F227B_HUMAN	FAM227B	Protein FAM227B	1	508
Q96PM5	ZN363_HUMAN	RCHY1	RING finger and CHY zinc finger domain-containing protein 1	1	261
Q96QR8	PURB_HUMAN	PURB	Transcriptional regulator protein Pur-beta	1	312
Q96RN5	MED15_HUMAN	MED15	Mediator of RNA polymerase II transcription subunit 15	1	788
Q96RR1	PEO1_HUMAN	TWNK	Twinkle mtDNA helicase	1	684
Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a	1	1273
Q99685	MGLL_HUMAN	MGLL	Monoglyceride lipase	1	303
Q9BTA0	F167B_HUMAN	FAM167B	Protein FAM167B	1	163
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	1	480
Q9BZC1	CELF4_HUMAN	CELF4	CUGBP Elav-like family member 4	1	486
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	1	323
Q9H1M3	DB129_HUMAN	DEFB129	Beta-defensin 129	1	183
Q9H2F5	EPC1_HUMAN	EPC1	Enhancer of polycomb homolog 1	1	836
Q9H6I2	SOX17_HUMAN	SOX17	Transcription factor SOX-17	1	414
Q9HCM7	FBSL_HUMAN	FBRSL1	Fibrosin-1-like protein	1	1045
Q9NNW5	WDR6_HUMAN	WDR6	tRNA (34-2'-O)-methyltransferase regulator WDR6	1	1121
Q9NSE2	CISH_HUMAN	CISH	Cytokine-inducible SH2-containing protein	1	258
Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1	72
Q9UBV8	PEF1_HUMAN	PEF1	Peflin	1	284
Q9UHQ7	TCAL9_HUMAN	TCEAL9	Transcription elongation factor A protein-like 9	1	104
Q9UI33	SCNBA_HUMAN	SCN11A	Sodium channel protein type 11 subunit alpha	1	1791
Q9UKJ5	CHIC2_HUMAN	CHIC2	Cysteine-rich hydrophobic domain-containing protein 2	1	165
Q9ULU8	CAPS1_HUMAN	CADPS	Calcium-dependent secretion activator 1	1	1353
